# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.020626630634069443e-02 1.397414207458496094e-01 2.816891372203826904e-01 1.020626630634069443e-02 1.397414207458496094e-01 2.816891372203826904e-01
1.000000000000000000e+03 4.123704135417938232e-02 7.782010943628847599e-04 5.541275069117546082e-02 4.123704135417938232e-02 7.782010943628847599e-04 5.541275069117546082e-02
2.000000000000000000e+03 3.330426663160324097e-02 1.143330955528654158e-04 4.846472665667533875e-02 3.330426663160324097e-02 1.143330955528654158e-04 4.846472665667533875e-02
3.000000000000000000e+03 2.523135393857955933e-02 6.944386404938995838e-05 3.579187020659446716e-02 2.523135393857955933e-02 6.944386404938995838e-05 3.579187020659446716e-02
4.000000000000000000e+03 7.271141279488801956e-03 7.413819548673927784e-05 6.142942700535058975e-03 7.271141279488801956e-03 7.413819548673927784e-05 6.142942700535058975e-03
5.000000000000000000e+03 4.326869267970323563e-03 5.408122524386271834e-05 2.917127683758735657e-03 4.326869267970323563e-03 5.408122524386271834e-05 2.917127683758735657e-03
6.000000000000000000e+03 3.297628602012991905e-03 3.407348413020372391e-05 2.167129889130592346e-03 3.297628602012991905e-03 3.407348413020372391e-05 2.167129889130592346e-03
7.000000000000000000e+03 2.665216568857431412e-03 2.218707231804728508e-05 1.757054938934743404e-03 2.665216568857431412e-03 2.218707231804728508e-05 1.757054938934743404e-03
8.000000000000000000e+03 2.183059696108102798e-03 1.786998109309934080e-05 1.467680558562278748e-03 2.183059696108102798e-03 1.786998109309934080e-05 1.467680558562278748e-03
9.000000000000000000e+03 3.390385536476969719e-03 2.782462433970067650e-05 1.355374231934547424e-03 3.390385536476969719e-03 2.782462433970067650e-05 1.355374231934547424e-03
1.000000000000000000e+04 1.598498784005641937e-03 1.043030897562857717e-05 1.143622444942593575e-03 1.598498784005641937e-03 1.043030897562857717e-05 1.143622444942593575e-03
1.000000000000000000e+04 1.598498784005641937e-03 1.043030897562857717e-05 1.143622444942593575e-03 1.598498784005641937e-03 1.043030897562857717e-05 1.143622444942593575e-03
1.100000000000000000e+04 2.019436942646279931e-04 8.440404712928284425e-07 1.543652761029079556e-04 2.019436942646279931e-04 8.440404712928284425e-07 1.543652761029079556e-04
1.200000000000000000e+04 9.148077515419572592e-05 3.788262006310105789e-07 4.161774268141016364e-05 9.148077515419572592e-05 3.788262006310105789e-07 4.161774268141016364e-05
1.300000000000000000e+04 4.713206362794153392e-05 1.102127527019547415e-07 1.909135608002543449e-05 4.713206362794153392e-05 1.102127527019547415e-07 1.909135608002543449e-05
1.400000000000000000e+04 2.974878952954895794e-05 1.473355411008014926e-07 1.275186968996422365e-05 2.974878952954895794e-05 1.473355411008014926e-07 1.275186968996422365e-05
1.500000000000000000e+04 2.170762672903947532e-05 5.701138050540066615e-08 8.529745173291303217e-06 2.170762672903947532e-05 5.701138050540066615e-08 8.529745173291303217e-06
1.600000000000000000e+04 1.671327117946930230e-05 6.003941876997487270e-08 6.052318440197268501e-06 1.671327117946930230e-05 6.003941876997487270e-08 6.052318440197268501e-06
1.700000000000000000e+04 1.366662945656571537e-05 7.090815756782831158e-08 3.881706106767524034e-06 1.366662945656571537e-05 7.090815756782831158e-08 3.881706106767524034e-06
1.800000000000000000e+04 1.111473284254316241e-05 5.921867440861205978e-08 2.905807150455075316e-06 1.111473284254316241e-05 5.921867440861205978e-08 2.905807150455075316e-06
1.900000000000000000e+04 8.937707207223866135e-06 3.799391379288863391e-08 1.919964688568143174e-06 8.937707207223866135e-06 3.799391379288863391e-08 1.919964688568143174e-06
1.996300000000000000e+04 7.513353011745493859e-06 1.984877329164191906e-08 1.112868289965263102e-06 7.513353011745493859e-06 1.984877329164191906e-08 1.112868289965263102e-06
1.996400000000000000e+04 7.513353011745493859e-06 1.984877329164191906e-08 1.112868289965263102e-06 7.513353011745493859e-06 1.984877329164191906e-08 1.112868289965263102e-06
1.996500000000000000e+04 7.513353011745493859e-06 1.984877329164191906e-08 1.112868289965263102e-06 7.513353011745493859e-06 1.984877329164191906e-08 1.112868289965263102e-06
1.996600000000000000e+04 7.513353011745493859e-06 1.984877329164191906e-08 1.112868289965263102e-06 7.513353011745493859e-06 1.984877329164191906e-08 1.112868289965263102e-06
1.996700000000000000e+04 7.513353011745493859e-06 1.984877329164191906e-08 1.112868289965263102e-06 7.513353011745493859e-06 1.984877329164191906e-08 1.112868289965263102e-06
