Compiling model...
'compile' took 1.140150 s

Training model...

Step      Train loss                        Test loss                         Test metric
35566     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35567     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35568     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35569     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35570     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35571     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35572     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35573     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35574     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35575     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35576     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35577     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35578     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35579     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35580     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35581     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35582     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35583     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35584     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35585     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35586     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35587     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35588     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35589     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35590     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35591     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35592     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35593     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35594     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35595     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35596     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35597     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35598     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35599     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35600     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35601     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35602     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35603     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35604     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35605     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35606     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35607     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35608     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35609     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35610     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35611     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35612     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35613     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35614     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35615     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35616     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35617     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35618     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35619     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35620     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35621     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35622     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35623     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35624     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35625     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35626     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35627     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35628     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35629     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35630     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35631     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35632     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35633     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35634     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35635     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35636     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35637     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35638     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35639     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35640     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35641     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35642     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35643     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35644     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35645     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35646     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35647     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35648     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35649     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35650     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35651     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35652     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35653     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35654     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35655     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35656     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35657     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35658     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35659     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35660     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35661     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35662     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35663     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35664     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35665     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35666     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35667     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35668     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35669     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35670     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35671     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35672     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35673     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35674     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35675     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35676     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35677     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35678     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35679     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35680     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35681     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35682     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35683     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35684     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35685     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35686     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35687     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35688     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35689     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35690     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35691     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35692     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35693     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35694     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35695     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35696     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35697     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35698     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35699     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35700     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35701     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35702     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35703     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35704     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35705     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35706     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35707     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35708     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35709     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35710     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35711     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35712     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35713     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35714     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35715     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35716     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35717     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35718     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35719     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35720     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35721     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35722     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35723     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35724     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35725     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35726     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35727     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35728     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35729     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35730     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35731     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35732     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35733     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35734     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35735     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35736     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35737     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35738     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35739     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35740     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35741     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35742     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35743     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35744     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35745     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35746     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35747     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35748     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35749     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35750     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35751     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35752     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35753     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35754     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35755     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35756     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35757     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35758     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35759     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35760     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35761     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35762     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35763     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35764     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35765     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35766     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35767     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35768     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35769     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35770     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35771     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35772     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35773     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35774     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35775     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35776     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35777     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35778     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35779     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35780     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35781     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35782     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35783     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35784     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35785     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35786     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35787     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35788     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35789     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35790     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35791     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35792     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35793     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35794     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35795     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35796     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35797     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35798     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35799     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35800     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35801     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35802     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35803     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35804     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35805     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35806     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35807     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35808     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35809     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35810     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35811     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35812     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35813     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
35814     [7.93e-06, 3.23e-08, 1.28e-06]    [7.93e-06, 3.23e-08, 1.28e-06]    []  
